state,district,pincode,region_key,total_enrolment,total_demographic,total_biometric
maharashtra,beed,431130,maharashtra_beed_431130,76.0,2891.0,6705.0
maharashtra,beed,431131,maharashtra_beed_431131,185.0,8304.0,13493.0
maharashtra,beed,431142,maharashtra_beed_431142,20.0,308.0,1233.0
maharashtra,beed,431143,maharashtra_beed_431143,57.0,2308.0,5189.0
maharashtra,beed,431144,maharashtra_beed_431144,2.0,7.0,2.0
maharashtra,beed,431515,maharashtra_beed_431515,166.0,2867.0,13773.0
maharashtra,beed,431517,maharashtra_beed_431517,170.0,2793.0,15414.0
maharashtra,beed,431518,maharashtra_beed_431518,33.0,574.0,2755.0
maharashtra,beed,431519,maharashtra_beed_431519,30.0,1171.0,7655.0
maharashtra,beed,431520,maharashtra_beed_431520,2.0,12.0,65.0
maharashtra,beed,431523,maharashtra_beed_431523,42.0,789.0,3131.0
maharashtra,beed,431530,maharashtra_beed_431530,64.0,1089.0,4962.0
maharashtra,bhandara,441104,maharashtra_bhandara_441104,0.0,14.0,32.0
maharashtra,bhandara,441106,maharashtra_bhandara_441106,2.0,3.0,33.0
maharashtra,bhandara,441702,maharashtra_bhandara_441702,0.0,39.0,30.0
maharashtra,bhandara,441802,maharashtra_bhandara_441802,45.0,2614.0,7552.0
maharashtra,bhandara,441803,maharashtra_bhandara_441803,17.0,2551.0,3439.0
maharashtra,bhandara,441804,maharashtra_bhandara_441804,45.0,1184.0,6013.0
maharashtra,bhandara,441805,maharashtra_bhandara_441805,16.0,1053.0,2243.0
maharashtra,bhandara,441806,maharashtra_bhandara_441806,6.0,342.0,1394.0
maharashtra,bhandara,441809,maharashtra_bhandara_441809,34.0,562.0,3805.0
maharashtra,bhandara,441903,maharashtra_bhandara_441903,12.0,254.0,4251.0
maharashtra,bhandara,441904,maharashtra_bhandara_441904,35.0,1290.0,4795.0
maharashtra,bhandara,441905,maharashtra_bhandara_441905,48.0,1727.0,5521.0
maharashtra,bhandara,441906,maharashtra_bhandara_441906,27.0,555.0,3906.0
maharashtra,bhandara,441907,maharashtra_bhandara_441907,16.0,1185.0,2468.0
maharashtra,bhandara,441908,maharashtra_bhandara_441908,12.0,252.0,2811.0
maharashtra,bhandara,441909,maharashtra_bhandara_441909,18.0,1031.0,2219.0
maharashtra,bhandara,441910,maharashtra_bhandara_441910,41.0,737.0,7072.0
maharashtra,bhandara,441912,maharashtra_bhandara_441912,55.0,1938.0,4925.0
maharashtra,bhandara,441913,maharashtra_bhandara_441913,12.0,618.0,1429.0
maharashtra,bhandara,441914,maharashtra_bhandara_441914,34.0,566.0,3664.0
maharashtra,bhandara,441915,maharashtra_bhandara_441915,30.0,1797.0,2215.0
maharashtra,bhandara,441924,maharashtra_bhandara_441924,38.0,648.0,5645.0
maharashtra,bid,413229,maharashtra_bid_413229,1.0,8.0,0.0
maharashtra,bid,413249,maharashtra_bid_413249,7.0,105.0,52.0
maharashtra,bid,414202,maharashtra_bid_414202,2.0,97.0,43.0
maharashtra,bid,414203,maharashtra_bid_414203,1.0,160.0,72.0
maharashtra,bid,414204,maharashtra_bid_414204,1.0,15.0,12.0
maharashtra,bid,414205,maharashtra_bid_414205,1.0,7.0,8.0
maharashtra,bid,414208,maharashtra_bid_414208,0.0,8.0,5.0
maharashtra,bid,431122,maharashtra_bid_431122,40.0,937.0,1851.0
maharashtra,bid,431123,maharashtra_bid_431123,15.0,180.0,112.0
maharashtra,bid,431124,maharashtra_bid_431124,6.0,244.0,121.0
maharashtra,bid,431125,maharashtra_bid_431125,0.0,5.0,6.0
maharashtra,bid,431126,maharashtra_bid_431126,2.0,60.0,41.0
maharashtra,bid,431127,maharashtra_bid_431127,18.0,112.0,96.0
maharashtra,bid,431128,maharashtra_bid_431128,4.0,268.0,106.0
maharashtra,bid,431129,maharashtra_bid_431129,0.0,3.0,3.0
maharashtra,bid,431130,maharashtra_bid_431130,0.0,3.0,2.0
maharashtra,bid,431131,maharashtra_bid_431131,21.0,726.0,1153.0
maharashtra,bid,431142,maharashtra_bid_431142,2.0,16.0,5.0
maharashtra,bid,431143,maharashtra_bid_431143,1.0,0.0,2.0
maharashtra,bid,431515,maharashtra_bid_431515,17.0,396.0,347.0
maharashtra,bid,431517,maharashtra_bid_431517,25.0,1265.0,1876.0
maharashtra,bid,431518,maharashtra_bid_431518,0.0,14.0,17.0
maharashtra,bid,431519,maharashtra_bid_431519,1.0,20.0,25.0
maharashtra,bid,431520,maharashtra_bid_431520,1.0,3.0,14.0
maharashtra,bid,431523,maharashtra_bid_431523,19.0,395.0,312.0
maharashtra,bid,431530,maharashtra_bid_431530,3.0,117.0,36.0
maharashtra,buldana,443001,maharashtra_buldana_443001,31.0,971.0,3479.0
maharashtra,buldana,443101,maharashtra_buldana_443101,20.0,338.0,2210.0
maharashtra,buldana,443102,maharashtra_buldana_443102,2.0,314.0,345.0
maharashtra,buldana,443103,maharashtra_buldana_443103,13.0,202.0,160.0
maharashtra,buldana,443104,maharashtra_buldana_443104,0.0,3.0,0.0
maharashtra,buldana,443106,maharashtra_buldana_443106,3.0,88.0,63.0
maharashtra,buldana,443112,maharashtra_buldana_443112,1.0,36.0,85.0
maharashtra,buldana,443201,maharashtra_buldana_443201,32.0,1097.0,4383.0
maharashtra,buldana,443202,maharashtra_buldana_443202,7.0,454.0,186.0
maharashtra,buldana,443203,maharashtra_buldana_443203,11.0,392.0,296.0
maharashtra,buldana,443204,maharashtra_buldana_443204,9.0,301.0,241.0
maharashtra,buldana,443206,maharashtra_buldana_443206,3.0,78.0,157.0
maharashtra,buldana,443301,maharashtra_buldana_443301,9.0,489.0,804.0
maharashtra,buldana,443302,maharashtra_buldana_443302,18.0,499.0,1074.0
maharashtra,buldana,443303,maharashtra_buldana_443303,9.0,299.0,157.0
maharashtra,buldana,443304,maharashtra_buldana_443304,3.0,187.0,30.0
maharashtra,buldana,443308,maharashtra_buldana_443308,3.0,179.0,49.0
maharashtra,buldana,443401,maharashtra_buldana_443401,6.0,22.0,135.0
maharashtra,buldana,443402,maharashtra_buldana_443402,23.0,493.0,2014.0
maharashtra,buldana,443403,maharashtra_buldana_443403,0.0,0.0,8.0
maharashtra,buldana,443404,maharashtra_buldana_443404,13.0,290.0,388.0
maharashtra,buldana,444108,maharashtra_buldana_444108,0.0,1.0,0.0
maharashtra,buldana,444201,maharashtra_buldana_444201,1.0,42.0,111.0
maharashtra,buldana,444202,maharashtra_buldana_444202,6.0,109.0,247.0
maharashtra,buldana,444203,maharashtra_buldana_444203,17.0,442.0,2111.0
maharashtra,buldana,444204,maharashtra_buldana_444204,0.0,3.0,5.0
maharashtra,buldana,444301,maharashtra_buldana_444301,12.0,416.0,648.0
maharashtra,buldana,444303,maharashtra_buldana_444303,45.0,2095.0,4336.0
maharashtra,buldana,444304,maharashtra_buldana_444304,0.0,3.0,3.0
maharashtra,buldana,444306,maharashtra_buldana_444306,11.0,213.0,262.0
maharashtra,buldana,444312,maharashtra_buldana_444312,3.0,118.0,86.0
maharashtra,buldana,444501,maharashtra_buldana_444501,0.0,1.0,0.0
maharashtra,buldhana,443001,maharashtra_buldhana_443001,1047.0,3509.0,11097.0
maharashtra,buldhana,443101,maharashtra_buldhana_443101,90.0,3092.0,8509.0
maharashtra,buldhana,443102,maharashtra_buldhana_443102,28.0,763.0,3512.0
maharashtra,buldhana,443103,maharashtra_buldhana_443103,413.0,2533.0,7231.0
maharashtra,buldhana,443104,maharashtra_buldhana_443104,25.0,743.0,2021.0
maharashtra,buldhana,443106,maharashtra_buldhana_443106,68.0,2150.0,5194.0
maharashtra,buldhana,443112,maharashtra_buldhana_443112,10.0,370.0,1914.0
maharashtra,buldhana,443201,maharashtra_buldhana_443201,649.0,4692.0,11636.0
maharashtra,buldhana,443202,maharashtra_buldhana_443202,55.0,3057.0,6312.0
maharashtra,buldhana,443203,maharashtra_buldhana_443203,53.0,1815.0,3519.0
maharashtra,buldhana,443204,maharashtra_buldhana_443204,47.0,1130.0,2715.0
maharashtra,buldhana,443206,maharashtra_buldhana_443206,34.0,708.0,3314.0
maharashtra,buldhana,443301,maharashtra_buldhana_443301,90.0,7363.0,14208.0
maharashtra,buldhana,443302,maharashtra_buldhana_443302,55.0,1719.0,9172.0
maharashtra,buldhana,443303,maharashtra_buldhana_443303,32.0,1020.0,3384.0
maharashtra,buldhana,443304,maharashtra_buldhana_443304,25.0,2110.0,2750.0
maharashtra,buldhana,443308,maharashtra_buldhana_443308,42.0,1593.0,2561.0
maharashtra,buldhana,443401,maharashtra_buldhana_443401,20.0,468.0,2818.0
maharashtra,buldhana,443402,maharashtra_buldhana_443402,76.0,3578.0,8094.0
maharashtra,buldhana,443403,maharashtra_buldhana_443403,37.0,1203.0,4510.0
maharashtra,buldhana,443404,maharashtra_buldhana_443404,67.0,1777.0,7139.0
maharashtra,buldhana,444108,maharashtra_buldhana_444108,3.0,62.0,208.0
maharashtra,buldhana,444201,maharashtra_buldhana_444201,17.0,217.0,2471.0
maharashtra,buldhana,444202,maharashtra_buldhana_444202,13.0,518.0,1860.0
maharashtra,buldhana,444203,maharashtra_buldhana_444203,51.0,1303.0,5920.0
maharashtra,buldhana,444204,maharashtra_buldhana_444204,68.0,830.0,6127.0
maharashtra,buldhana,444301,maharashtra_buldhana_444301,160.0,1638.0,2396.0
maharashtra,buldhana,444303,maharashtra_buldhana_444303,142.0,6414.0,12258.0
maharashtra,buldhana,444304,maharashtra_buldhana_444304,5.0,167.0,867.0
maharashtra,buldhana,444306,maharashtra_buldhana_444306,34.0,1053.0,2560.0
maharashtra,buldhana,444312,maharashtra_buldhana_444312,25.0,778.0,1731.0
maharashtra,buldhana,444501,maharashtra_buldhana_444501,2.0,61.0,95.0
maharashtra,chandrapur,441205,maharashtra_chandrapur_441205,36.0,2586.0,3317.0
maharashtra,chandrapur,441206,maharashtra_chandrapur_441206,103.0,4982.0,11188.0
maharashtra,chandrapur,441209,maharashtra_chandrapur_441209,0.0,8.0,31.0
maharashtra,chandrapur,441212,maharashtra_chandrapur_441212,12.0,668.0,2970.0
maharashtra,chandrapur,441215,maharashtra_chandrapur_441215,24.0,2648.0,4182.0
maharashtra,chandrapur,441221,maharashtra_chandrapur_441221,22.0,3895.0,5450.0
maharashtra,chandrapur,441222,maharashtra_chandrapur_441222,19.0,858.0,5407.0
maharashtra,chandrapur,441223,maharashtra_chandrapur_441223,20.0,1292.0,4381.0
maharashtra,chandrapur,441224,maharashtra_chandrapur_441224,31.0,2175.0,8871.0
maharashtra,chandrapur,441225,maharashtra_chandrapur_441225,49.0,4299.0,6801.0
maharashtra,chandrapur,441228,maharashtra_chandrapur_441228,25.0,693.0,3094.0
maharashtra,chandrapur,442401,maharashtra_chandrapur_442401,985.0,3999.0,15961.0
maharashtra,chandrapur,442402,maharashtra_chandrapur_442402,10.0,239.0,928.0
maharashtra,chandrapur,442403,maharashtra_chandrapur_442403,11.0,123.0,460.0
maharashtra,chandrapur,442404,maharashtra_chandrapur_442404,28.0,314.0,2468.0
maharashtra,chandrapur,442406,maharashtra_chandrapur_442406,15.0,163.0,1931.0
maharashtra,chandrapur,442501,maharashtra_chandrapur_442501,7.0,56.0,295.0
maharashtra,chandrapur,442502,maharashtra_chandrapur_442502,0.0,67.0,327.0
maharashtra,chandrapur,442503,maharashtra_chandrapur_442503,7.0,308.0,1211.0
maharashtra,chandrapur,442505,maharashtra_chandrapur_442505,15.0,677.0,2834.0
maharashtra,chandrapur,442507,maharashtra_chandrapur_442507,11.0,70.0,498.0
maharashtra,chandrapur,442603,maharashtra_chandrapur_442603,0.0,2.0,1.0
maharashtra,chandrapur,442701,maharashtra_chandrapur_442701,75.0,1783.0,7975.0
maharashtra,chandrapur,442702,maharashtra_chandrapur_442702,54.0,5503.0,8165.0
maharashtra,chandrapur,442901,maharashtra_chandrapur_442901,1.0,48.0,421.0
maharashtra,chandrapur,442902,maharashtra_chandrapur_442902,34.0,845.0,5329.0
maharashtra,chandrapur,442903,maharashtra_chandrapur_442903,54.0,2488.0,9674.0
maharashtra,chandrapur,442904,maharashtra_chandrapur_442904,9.0,516.0,3811.0
maharashtra,chandrapur,442905,maharashtra_chandrapur_442905,72.0,2972.0,11212.0
maharashtra,chandrapur,442906,maharashtra_chandrapur_442906,34.0,1225.0,7810.0
maharashtra,chandrapur,442907,maharashtra_chandrapur_442907,55.0,6608.0,9755.0
maharashtra,chandrapur,442908,maharashtra_chandrapur_442908,71.0,3852.0,8044.0
maharashtra,chandrapur,442914,maharashtra_chandrapur_442914,10.0,415.0,2187.0
maharashtra,chandrapur,442916,maharashtra_chandrapur_442916,23.0,2556.0,3113.0
maharashtra,chandrapur,442917,maharashtra_chandrapur_442917,3.0,576.0,1327.0
maharashtra,chatrapati sambhaji nagar,431001,maharashtra_chatrapati sambhaji nagar_431001,58.0,5790.0,1889.0
maharashtra,chatrapati sambhaji nagar,431002,maharashtra_chatrapati sambhaji nagar_431002,1.0,48.0,4.0
maharashtra,chhatrapati sambhajinagar,400009,maharashtra_chhatrapati sambhajinagar_400009,0.0,1.0,0.0
maharashtra,chhatrapati sambhajinagar,423701,maharashtra_chhatrapati sambhajinagar_423701,5.0,176.0,554.0
maharashtra,chhatrapati sambhajinagar,423702,maharashtra_chhatrapati sambhajinagar_423702,3.0,66.0,7.0
maharashtra,chhatrapati sambhajinagar,423703,maharashtra_chhatrapati sambhajinagar_423703,1.0,42.0,24.0
maharashtra,chhatrapati sambhajinagar,431001,maharashtra_chhatrapati sambhajinagar_431001,65.0,1058.0,1375.0
maharashtra,chhatrapati sambhajinagar,431002,maharashtra_chhatrapati sambhajinagar_431002,8.0,103.0,14.0
maharashtra,chhatrapati sambhajinagar,431003,maharashtra_chhatrapati sambhajinagar_431003,2.0,87.0,13.0
maharashtra,chhatrapati sambhajinagar,431004,maharashtra_chhatrapati sambhajinagar_431004,1.0,6.0,1.0
maharashtra,chhatrapati sambhajinagar,431005,maharashtra_chhatrapati sambhajinagar_431005,1.0,72.0,9.0
maharashtra,chhatrapati sambhajinagar,431006,maharashtra_chhatrapati sambhajinagar_431006,1.0,32.0,2.0
maharashtra,chhatrapati sambhajinagar,431007,maharashtra_chhatrapati sambhajinagar_431007,13.0,294.0,99.0
maharashtra,chhatrapati sambhajinagar,431008,maharashtra_chhatrapati sambhajinagar_431008,7.0,422.0,65.0
maharashtra,chhatrapati sambhajinagar,431009,maharashtra_chhatrapati sambhajinagar_431009,2.0,97.0,12.0
maharashtra,chhatrapati sambhajinagar,431010,maharashtra_chhatrapati sambhajinagar_431010,4.0,93.0,7.0
maharashtra,chhatrapati sambhajinagar,431101,maharashtra_chhatrapati sambhajinagar_431101,3.0,76.0,11.0
maharashtra,chhatrapati sambhajinagar,431102,maharashtra_chhatrapati sambhajinagar_431102,8.0,58.0,91.0
maharashtra,chhatrapati sambhajinagar,431103,maharashtra_chhatrapati sambhajinagar_431103,26.0,427.0,397.0
maharashtra,chhatrapati sambhajinagar,431104,maharashtra_chhatrapati sambhajinagar_431104,4.0,51.0,13.0
maharashtra,chhatrapati sambhajinagar,431105,maharashtra_chhatrapati sambhajinagar_431105,2.0,171.0,12.0
maharashtra,chhatrapati sambhajinagar,431107,maharashtra_chhatrapati sambhajinagar_431107,8.0,174.0,10.0
maharashtra,chhatrapati sambhajinagar,431109,maharashtra_chhatrapati sambhajinagar_431109,2.0,87.0,4.0
maharashtra,chhatrapati sambhajinagar,431110,maharashtra_chhatrapati sambhajinagar_431110,1.0,29.0,0.0
maharashtra,chhatrapati sambhajinagar,431111,maharashtra_chhatrapati sambhajinagar_431111,7.0,145.0,17.0
maharashtra,chhatrapati sambhajinagar,431112,maharashtra_chhatrapati sambhajinagar_431112,6.0,456.0,158.0
maharashtra,chhatrapati sambhajinagar,431113,maharashtra_chhatrapati sambhajinagar_431113,1.0,87.0,40.0
maharashtra,chhatrapati sambhajinagar,431114,maharashtra_chhatrapati sambhajinagar_431114,0.0,1.0,0.0
maharashtra,chhatrapati sambhajinagar,431115,maharashtra_chhatrapati sambhajinagar_431115,4.0,31.0,85.0
maharashtra,chhatrapati sambhajinagar,431116,maharashtra_chhatrapati sambhajinagar_431116,6.0,100.0,174.0
maharashtra,chhatrapati sambhajinagar,431117,maharashtra_chhatrapati sambhajinagar_431117,2.0,42.0,6.0
maharashtra,chhatrapati sambhajinagar,431118,maharashtra_chhatrapati sambhajinagar_431118,2.0,32.0,9.0
maharashtra,chhatrapati sambhajinagar,431120,maharashtra_chhatrapati sambhajinagar_431120,1.0,24.0,2.0
maharashtra,chhatrapati sambhajinagar,431121,maharashtra_chhatrapati sambhajinagar_431121,2.0,78.0,11.0
maharashtra,chhatrapati sambhajinagar,431132,maharashtra_chhatrapati sambhajinagar_431132,0.0,34.0,9.0
maharashtra,chhatrapati sambhajinagar,431133,maharashtra_chhatrapati sambhajinagar_431133,28.0,550.0,290.0
maharashtra,chhatrapati sambhajinagar,431134,maharashtra_chhatrapati sambhajinagar_431134,2.0,65.0,5.0
maharashtra,chhatrapati sambhajinagar,431135,maharashtra_chhatrapati sambhajinagar_431135,3.0,44.0,10.0
maharashtra,chhatrapati sambhajinagar,431136,maharashtra_chhatrapati sambhajinagar_431136,18.0,1884.0,515.0
maharashtra,chhatrapati sambhajinagar,431137,maharashtra_chhatrapati sambhajinagar_431137,4.0,55.0,5.0
maharashtra,chhatrapati sambhajinagar,431147,maharashtra_chhatrapati sambhajinagar_431147,3.0,78.0,25.0
maharashtra,chhatrapati sambhajinagar,431148,maharashtra_chhatrapati sambhajinagar_431148,0.0,29.0,2.0
maharashtra,chhatrapati sambhajinagar,431150,maharashtra_chhatrapati sambhajinagar_431150,2.0,66.0,11.0
maharashtra,chhatrapati sambhajinagar,431151,maharashtra_chhatrapati sambhajinagar_431151,1.0,53.0,10.0
maharashtra,chhatrapati sambhajinagar,431154,maharashtra_chhatrapati sambhajinagar_431154,0.0,1.0,0.0
maharashtra,chhatrapati sambhajinagar,431202,maharashtra_chhatrapati sambhajinagar_431202,0.0,8.0,0.0
maharashtra,chhatrapati sambhajinagar,431205,maharashtra_chhatrapati sambhajinagar_431205,0.0,1.0,0.0
maharashtra,dharashiv,413405,maharashtra_dharashiv_413405,2.0,22.0,2.0
maharashtra,dharashiv,413501,maharashtra_dharashiv_413501,9.0,440.0,314.0
maharashtra,dharashiv,413502,maharashtra_dharashiv_413502,2.0,88.0,4.0
maharashtra,dharashiv,413503,maharashtra_dharashiv_413503,3.0,45.0,7.0
maharashtra,dharashiv,413504,maharashtra_dharashiv_413504,3.0,51.0,6.0
maharashtra,dharashiv,413505,maharashtra_dharashiv_413505,0.0,44.0,5.0
maharashtra,dharashiv,413506,maharashtra_dharashiv_413506,2.0,30.0,5.0
maharashtra,dharashiv,413507,maharashtra_dharashiv_413507,1.0,73.0,12.0
maharashtra,dharashiv,413508,maharashtra_dharashiv_413508,0.0,23.0,1.0
maharashtra,dharashiv,413509,maharashtra_dharashiv_413509,0.0,57.0,4.0
maharashtra,dharashiv,413510,maharashtra_dharashiv_413510,0.0,11.0,3.0
maharashtra,dharashiv,413511,maharashtra_dharashiv_413511,0.0,1.0,0.0
maharashtra,dharashiv,413523,maharashtra_dharashiv_413523,0.0,2.0,0.0
maharashtra,dharashiv,413525,maharashtra_dharashiv_413525,0.0,37.0,5.0
maharashtra,dharashiv,413526,maharashtra_dharashiv_413526,2.0,20.0,3.0
maharashtra,dharashiv,413528,maharashtra_dharashiv_413528,2.0,23.0,5.0
maharashtra,dharashiv,413534,maharashtra_dharashiv_413534,0.0,10.0,1.0
maharashtra,dharashiv,413601,maharashtra_dharashiv_413601,4.0,130.0,13.0
maharashtra,dharashiv,413602,maharashtra_dharashiv_413602,3.0,43.0,11.0
maharashtra,dharashiv,413603,maharashtra_dharashiv_413603,2.0,47.0,4.0
maharashtra,dharashiv,413604,maharashtra_dharashiv_413604,4.0,48.0,6.0
maharashtra,dharashiv,413605,maharashtra_dharashiv_413605,3.0,37.0,10.0
maharashtra,dharashiv,413606,maharashtra_dharashiv_413606,5.0,171.0,14.0
maharashtra,dharashiv,413608,maharashtra_dharashiv_413608,0.0,34.0,18.0
maharashtra,dharashiv,413623,maharashtra_dharashiv_413623,0.0,33.0,11.0
maharashtra,dharashiv,413624,maharashtra_dharashiv_413624,0.0,22.0,3.0
maharashtra,dhule,424001,maharashtra_dhule_424001,336.0,7957.0,13460.0
maharashtra,dhule,424002,maharashtra_dhule_424002,176.0,2220.0,9697.0
maharashtra,dhule,424004,maharashtra_dhule_424004,4.0,40.0,108.0
maharashtra,dhule,424005,maharashtra_dhule_424005,35.0,305.0,2084.0
maharashtra,dhule,424006,maharashtra_dhule_424006,63.0,400.0,4303.0
maharashtra,dhule,424301,maharashtra_dhule_424301,89.0,520.0,3213.0
maharashtra,dhule,424302,maharashtra_dhule_424302,82.0,298.0,4209.0
maharashtra,dhule,424303,maharashtra_dhule_424303,59.0,219.0,3023.0
maharashtra,dhule,424304,maharashtra_dhule_424304,1255.0,2596.0,19910.0
maharashtra,dhule,424305,maharashtra_dhule_424305,541.0,888.0,8819.0
maharashtra,dhule,424306,maharashtra_dhule_424306,945.0,3707.0,17119.0
maharashtra,dhule,424307,maharashtra_dhule_424307,123.0,375.0,4378.0
maharashtra,dhule,424308,maharashtra_dhule_424308,89.0,522.0,3932.0
maharashtra,dhule,424309,maharashtra_dhule_424309,66.0,422.0,2324.0
maharashtra,dhule,424310,maharashtra_dhule_424310,47.0,478.0,2908.0
maharashtra,dhule,424311,maharashtra_dhule_424311,118.0,1153.0,4334.0
maharashtra,dhule,424318,maharashtra_dhule_424318,25.0,196.0,1398.0
maharashtra,dhule,425403,maharashtra_dhule_425403,12.0,154.0,966.0
maharashtra,dhule,425404,maharashtra_dhule_425404,28.0,312.0,1838.0
maharashtra,dhule,425405,maharashtra_dhule_425405,1843.0,2796.0,18138.0
maharashtra,dhule,425406,maharashtra_dhule_425406,81.0,1651.0,3261.0
maharashtra,dhule,425407,maharashtra_dhule_425407,79.0,617.0,2724.0
maharashtra,dhule,425408,maharashtra_dhule_425408,388.0,2009.0,7355.0
maharashtra,dhule,425409,maharashtra_dhule_425409,1.0,2.0,4.0
maharashtra,dhule,425410,maharashtra_dhule_425410,1.0,29.0,90.0
maharashtra,dhule,425412,maharashtra_dhule_425412,0.0,1.0,4.0
maharashtra,dhule,425418,maharashtra_dhule_425418,0.0,0.0,1.0
maharashtra,dhule,425421,maharashtra_dhule_425421,40.0,484.0,2195.0
maharashtra,dhule,425427,maharashtra_dhule_425427,46.0,609.0,4158.0
maharashtra,dhule,425428,maharashtra_dhule_425428,468.0,523.0,6565.0
maharashtra,gadchiroli,441205,maharashtra_gadchiroli_441205,0.0,1.0,0.0
maharashtra,gadchiroli,441207,maharashtra_gadchiroli_441207,41.0,2200.0,6561.0
maharashtra,gadchiroli,441208,maharashtra_gadchiroli_441208,16.0,450.0,3834.0
maharashtra,gadchiroli,441209,maharashtra_gadchiroli_441209,74.0,4315.0,10179.0
maharashtra,gadchiroli,441217,maharashtra_gadchiroli_441217,30.0,815.0,4255.0
maharashtra,gadchiroli,442504,maharashtra_gadchiroli_442504,57.0,1390.0,8368.0
maharashtra,gadchiroli,442603,maharashtra_gadchiroli_442603,57.0,2866.0,10206.0
maharashtra,gadchiroli,442604,maharashtra_gadchiroli_442604,26.0,336.0,3293.0
maharashtra,gadchiroli,442605,maharashtra_gadchiroli_442605,83.0,1886.0,10923.0
maharashtra,gadchiroli,442606,maharashtra_gadchiroli_442606,42.0,1276.0,8835.0
maharashtra,gadchiroli,442703,maharashtra_gadchiroli_442703,30.0,715.0,2373.0
maharashtra,gadchiroli,442704,maharashtra_gadchiroli_442704,89.0,1069.0,10622.0
maharashtra,gadchiroli,442705,maharashtra_gadchiroli_442705,39.0,1578.0,5698.0
maharashtra,gadchiroli,442707,maharashtra_gadchiroli_442707,71.0,4021.0,5498.0
maharashtra,gadchiroli,442709,maharashtra_gadchiroli_442709,31.0,1153.0,4317.0
maharashtra,gadchiroli,442710,maharashtra_gadchiroli_442710,44.0,3701.0,4901.0
maharashtra,gondia,441601,maharashtra_gondia_441601,3.0,69.0,69.0
maharashtra,gondia,441614,maharashtra_gondia_441614,2.0,55.0,57.0
maharashtra,gondia,441701,maharashtra_gondia_441701,3.0,74.0,43.0
maharashtra,gondia,441702,maharashtra_gondia_441702,0.0,22.0,22.0
maharashtra,gondia,441801,maharashtra_gondia_441801,0.0,34.0,35.0
maharashtra,gondia,441807,maharashtra_gondia_441807,2.0,118.0,111.0
maharashtra,gondia,441901,maharashtra_gondia_441901,1.0,23.0,46.0
maharashtra,gondia,441902,maharashtra_gondia_441902,0.0,8.0,2.0
maharashtra,gondia,441911,maharashtra_gondia_441911,0.0,3.0,4.0
maharashtra,gondiya,441207,maharashtra_gondiya_441207,1.0,84.0,114.0
maharashtra,gondiya,441601,maharashtra_gondiya_441601,164.0,2191.0,11497.0
maharashtra,gondiya,441614,maharashtra_gondiya_441614,156.0,7780.0,11153.0
maharashtra,gondiya,441701,maharashtra_gondiya_441701,21.0,1913.0,3505.0
maharashtra,gondiya,441702,maharashtra_gondiya_441702,30.0,2265.0,5253.0
maharashtra,gondiya,441801,maharashtra_gondiya_441801,77.0,2071.0,5967.0
maharashtra,gondiya,441802,maharashtra_gondiya_441802,4.0,73.0,66.0
maharashtra,gondiya,441806,maharashtra_gondiya_441806,18.0,986.0,2296.0
maharashtra,gondiya,441807,maharashtra_gondiya_441807,57.0,1958.0,5402.0
maharashtra,gondiya,441901,maharashtra_gondiya_441901,42.0,3522.0,4443.0
maharashtra,gondiya,441902,maharashtra_gondiya_441902,100.0,3005.0,7418.0
maharashtra,gondiya,441911,maharashtra_gondiya_441911,147.0,3858.0,8601.0
maharashtra,gondiya,441912,maharashtra_gondiya_441912,0.0,38.0,17.0
maharashtra,gondiya,441916,maharashtra_gondiya_441916,51.0,4184.0,3743.0
maharashtra,gondiya *,441601,maharashtra_gondiya *_441601,5.0,218.0,193.0
maharashtra,gondiya *,441614,maharashtra_gondiya *_441614,4.0,50.0,51.0
maharashtra,gondiya *,441701,maharashtra_gondiya *_441701,0.0,60.0,28.0
maharashtra,gondiya *,441702,maharashtra_gondiya *_441702,0.0,50.0,54.0
maharashtra,gondiya *,441801,maharashtra_gondiya *_441801,5.0,117.0,154.0
maharashtra,gondiya *,441802,maharashtra_gondiya *_441802,0.0,3.0,3.0
maharashtra,gondiya *,441806,maharashtra_gondiya *_441806,0.0,13.0,10.0
maharashtra,gondiya *,441807,maharashtra_gondiya *_441807,0.0,21.0,8.0
maharashtra,gondiya *,441901,maharashtra_gondiya *_441901,0.0,21.0,16.0
maharashtra,gondiya *,441902,maharashtra_gondiya *_441902,4.0,99.0,38.0
maharashtra,gondiya *,441911,maharashtra_gondiya *_441911,1.0,11.0,19.0
maharashtra,gondiya *,441916,maharashtra_gondiya *_441916,1.0,117.0,62.0
maharashtra,hingoli,431501,maharashtra_hingoli_431501,1.0,22.0,29.0
maharashtra,hingoli,431504,maharashtra_hingoli_431504,1.0,0.0,0.0
maharashtra,hingoli,431509,maharashtra_hingoli_431509,22.0,673.0,1527.0
maharashtra,hingoli,431510,maharashtra_hingoli_431510,6.0,210.0,778.0
maharashtra,hingoli,431511,maharashtra_hingoli_431511,2.0,133.0,108.0
maharashtra,hingoli,431512,maharashtra_hingoli_431512,1212.0,12803.0,16425.0
maharashtra,hingoli,431513,maharashtra_hingoli_431513,1759.0,7108.0,18345.0
maharashtra,hingoli,431514,maharashtra_hingoli_431514,5.0,95.0,255.0
maharashtra,hingoli,431542,maharashtra_hingoli_431542,88.0,3188.0,8950.0
maharashtra,hingoli,431701,maharashtra_hingoli_431701,770.0,5450.0,12158.0
