state,district,pincode,region_key,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrolment,total_demographic,total_biometric,demo_to_enrol_ratio,bio_to_enrol_ratio
kerala,thrissur,680670,kerala_thrissur_680670,2025-07,0,0,0,0,3,2,1,0,3,3,0.3,0.3
kerala,thrissur,680670,kerala_thrissur_680670,2025-08,0,0,0,2,2,0,2,0,4,2,0.4,0.2
kerala,thrissur,680670,kerala_thrissur_680670,2025-09,0,0,0,0,3,1,4,0,3,5,0.3,0.5
kerala,thrissur,680670,kerala_thrissur_680670,2025-10,0,0,0,0,4,0,2,0,4,2,0.4,0.2
kerala,thrissur,680670,kerala_thrissur_680670,2025-11,2,0,0,0,12,2,3,2,12,5,1.2,0.5
kerala,thrissur,680670,kerala_thrissur_680670,2025-12,0,0,0,1,16,0,30,0,17,30,1.7,3
kerala,thrissur,680671,kerala_thrissur_680671,2025-01,0,1,0,1,6,626,1017,1,7,1643,0.7,164.3
kerala,thrissur,680671,kerala_thrissur_680671,2025-02,5,0,0,4,19,11,28,5,23,39,2.3,3.9
kerala,thrissur,680671,kerala_thrissur_680671,2025-03,0,1,0,1,28,4,17,1,29,21,2.9,2.1
kerala,thrissur,680671,kerala_thrissur_680671,2025-04,0,0,0,4,18,4,17,0,22,21,2.2,2.1
kerala,thrissur,680671,kerala_thrissur_680671,2025-05,0,0,0,0,0,7,19,0,0,26,0,2.6
kerala,thrissur,680671,kerala_thrissur_680671,2025-06,2,0,0,2,23,6,20,2,25,26,2.5,2.6
kerala,thrissur,680671,kerala_thrissur_680671,2025-07,0,0,0,1,6,5,14,0,7,19,0.7,1.9
kerala,thrissur,680671,kerala_thrissur_680671,2025-08,1,2,0,2,28,13,36,3,30,49,3,4.9
kerala,thrissur,680671,kerala_thrissur_680671,2025-09,2,0,0,1,15,5,13,2,16,18,1.6,1.8
kerala,thrissur,680671,kerala_thrissur_680671,2025-10,0,0,0,1,19,7,30,0,20,37,2,3.7
kerala,thrissur,680671,kerala_thrissur_680671,2025-11,2,0,0,3,21,5,17,2,24,22,2.4,2.2
kerala,thrissur,680671,kerala_thrissur_680671,2025-12,2,2,0,0,26,7,24,4,26,31,2.6,3.1
kerala,thrissur,680681,kerala_thrissur_680681,2025-01,2,0,0,0,10,535,532,2,10,1067,1,106.7
kerala,thrissur,680681,kerala_thrissur_680681,2025-02,4,1,0,0,48,13,33,5,48,46,4.8,4.6
kerala,thrissur,680681,kerala_thrissur_680681,2025-03,1,0,0,5,31,8,17,1,36,25,3.6,2.5
kerala,thrissur,680681,kerala_thrissur_680681,2025-04,0,0,0,0,41,2,11,0,41,13,4.1,1.3
kerala,thrissur,680681,kerala_thrissur_680681,2025-05,1,0,0,2,10,2,10,1,12,12,1.2,1.2
kerala,thrissur,680681,kerala_thrissur_680681,2025-06,0,0,0,0,0,13,11,0,0,24,0,2.4
kerala,thrissur,680681,kerala_thrissur_680681,2025-07,1,1,0,0,21,3,6,2,21,9,2.1,0.9
kerala,thrissur,680681,kerala_thrissur_680681,2025-08,0,2,0,3,49,13,18,2,52,31,5.2,3.1
kerala,thrissur,680681,kerala_thrissur_680681,2025-09,4,0,0,1,40,7,22,4,41,29,4.1,2.9
kerala,thrissur,680681,kerala_thrissur_680681,2025-10,3,1,0,7,35,17,11,4,42,28,4.2,2.8
kerala,thrissur,680681,kerala_thrissur_680681,2025-11,2,0,0,4,38,3,36,2,42,39,4.2,3.9
kerala,thrissur,680681,kerala_thrissur_680681,2025-12,2,0,0,11,52,13,30,2,63,43,6.3,4.3
kerala,thrissur,680682,kerala_thrissur_680682,2025-01,0,0,0,0,8,249,216,0,8,465,0.8,46.5
kerala,thrissur,680682,kerala_thrissur_680682,2025-02,1,0,0,3,9,3,6,1,12,9,1.2,0.9
kerala,thrissur,680682,kerala_thrissur_680682,2025-03,1,0,0,1,24,5,6,1,25,11,2.5,1.1
kerala,thrissur,680682,kerala_thrissur_680682,2025-04,0,0,0,0,20,0,5,0,20,5,2,0.5
kerala,thrissur,680682,kerala_thrissur_680682,2025-05,0,0,0,1,14,2,1,0,15,3,1.5,0.3
kerala,thrissur,680682,kerala_thrissur_680682,2025-06,1,0,0,1,15,4,2,1,16,6,1.6,0.6
kerala,thrissur,680682,kerala_thrissur_680682,2025-07,0,0,0,0,10,2,5,0,10,7,1,0.7
kerala,thrissur,680682,kerala_thrissur_680682,2025-08,0,1,0,7,19,9,5,1,26,14,2.6,1.4
kerala,thrissur,680682,kerala_thrissur_680682,2025-09,1,0,0,2,5,3,7,1,7,10,0.7,1
kerala,thrissur,680682,kerala_thrissur_680682,2025-10,0,0,0,2,25,1,4,0,27,5,2.7,0.5
kerala,thrissur,680682,kerala_thrissur_680682,2025-11,0,0,0,1,9,2,4,0,10,6,1,0.6
kerala,thrissur,680682,kerala_thrissur_680682,2025-12,1,1,0,3,25,3,13,2,28,16,2.8,1.6
kerala,thrissur,680683,kerala_thrissur_680683,2025-01,0,1,0,19,232,716,893,1,251,1609,25.1,160.9
kerala,thrissur,680683,kerala_thrissur_680683,2025-02,12,2,0,8,36,13,20,14,44,33,3.142857143,2.357142857
kerala,thrissur,680683,kerala_thrissur_680683,2025-03,2,2,0,2,30,6,20,4,32,26,3.2,2.6
kerala,thrissur,680683,kerala_thrissur_680683,2025-04,1,1,0,8,53,5,15,2,61,20,6.1,2
kerala,thrissur,680683,kerala_thrissur_680683,2025-05,4,1,0,3,17,6,15,5,20,21,2,2.1
kerala,thrissur,680683,kerala_thrissur_680683,2025-06,6,0,0,0,18,4,14,6,18,18,1.8,1.8
kerala,thrissur,680683,kerala_thrissur_680683,2025-07,3,0,0,2,16,7,16,3,18,23,1.8,2.3
kerala,thrissur,680683,kerala_thrissur_680683,2025-08,1,1,0,4,37,12,18,2,41,30,4.1,3
kerala,thrissur,680683,kerala_thrissur_680683,2025-09,3,0,0,2,24,6,21,3,26,27,2.6,2.7
kerala,thrissur,680683,kerala_thrissur_680683,2025-10,3,0,0,1,17,6,7,3,18,13,1.8,1.3
kerala,thrissur,680683,kerala_thrissur_680683,2025-11,1,4,0,1,36,9,29,5,37,38,3.7,3.8
kerala,thrissur,680683,kerala_thrissur_680683,2025-12,1,1,0,4,36,12,33,2,40,45,4,4.5
kerala,thrissur,680684,kerala_thrissur_680684,2025-01,0,0,0,15,173,659,616,0,188,1275,18.8,127.5
kerala,thrissur,680684,kerala_thrissur_680684,2025-02,1,1,0,0,3,9,14,2,3,23,0.3,2.3
kerala,thrissur,680684,kerala_thrissur_680684,2025-03,0,0,0,2,19,5,15,0,21,20,2.1,2
kerala,thrissur,680684,kerala_thrissur_680684,2025-04,0,0,0,1,15,1,9,0,16,10,1.6,1
kerala,thrissur,680684,kerala_thrissur_680684,2025-05,1,0,0,0,0,0,14,1,0,14,0,1.4
kerala,thrissur,680684,kerala_thrissur_680684,2025-06,4,0,0,1,16,11,22,4,17,33,1.7,3.3
kerala,thrissur,680684,kerala_thrissur_680684,2025-07,0,0,0,0,7,4,10,0,7,14,0.7,1.4
kerala,thrissur,680684,kerala_thrissur_680684,2025-08,0,1,0,11,33,12,13,1,44,25,4.4,2.5
kerala,thrissur,680684,kerala_thrissur_680684,2025-09,5,0,0,3,26,4,15,5,29,19,2.9,1.9
kerala,thrissur,680684,kerala_thrissur_680684,2025-10,1,0,0,3,10,6,15,1,13,21,1.3,2.1
kerala,thrissur,680684,kerala_thrissur_680684,2025-11,3,0,0,5,30,2,19,3,35,21,3.5,2.1
kerala,thrissur,680684,kerala_thrissur_680684,2025-12,0,0,0,4,29,9,26,0,33,35,3.3,3.5
kerala,thrissur,680685,kerala_thrissur_680685,2025-01,1,1,0,2,58,235,192,2,60,427,6,42.7
kerala,thrissur,680685,kerala_thrissur_680685,2025-02,0,0,0,0,14,9,9,0,14,18,1.4,1.8
kerala,thrissur,680685,kerala_thrissur_680685,2025-03,0,0,0,1,22,3,6,0,23,9,2.3,0.9
kerala,thrissur,680685,kerala_thrissur_680685,2025-04,0,0,0,2,27,1,6,0,29,7,2.9,0.7
kerala,thrissur,680685,kerala_thrissur_680685,2025-05,3,0,0,1,21,1,13,3,22,14,2.2,1.4
kerala,thrissur,680685,kerala_thrissur_680685,2025-06,0,0,0,1,18,5,5,0,19,10,1.9,1
kerala,thrissur,680685,kerala_thrissur_680685,2025-07,0,0,0,0,11,1,2,0,11,3,1.1,0.3
kerala,thrissur,680685,kerala_thrissur_680685,2025-08,0,0,0,2,28,5,4,0,30,9,3,0.9
kerala,thrissur,680685,kerala_thrissur_680685,2025-09,0,0,0,2,17,0,4,0,19,4,1.9,0.4
kerala,thrissur,680685,kerala_thrissur_680685,2025-10,1,0,0,2,1,5,4,1,3,9,0.3,0.9
kerala,thrissur,680685,kerala_thrissur_680685,2025-11,0,0,0,3,9,0,4,0,12,4,1.2,0.4
kerala,thrissur,680685,kerala_thrissur_680685,2025-12,0,0,0,0,26,6,11,0,26,17,2.6,1.7
kerala,thrissur,680686,kerala_thrissur_680686,2025-01,1,0,0,3,11,274,325,1,14,599,1.4,59.9
kerala,thrissur,680686,kerala_thrissur_680686,2025-02,1,1,0,0,1,6,11,2,1,17,0.1,1.7
kerala,thrissur,680686,kerala_thrissur_680686,2025-03,0,0,0,0,20,1,8,0,20,9,2,0.9
kerala,thrissur,680686,kerala_thrissur_680686,2025-04,0,0,0,3,12,6,10,0,15,16,1.5,1.6
kerala,thrissur,680686,kerala_thrissur_680686,2025-05,0,0,0,1,5,5,3,0,6,8,0.6,0.8
kerala,thrissur,680686,kerala_thrissur_680686,2025-06,0,2,0,3,12,5,7,2,15,12,1.5,1.2
kerala,thrissur,680686,kerala_thrissur_680686,2025-07,1,0,0,0,4,1,6,1,4,7,0.4,0.7
kerala,thrissur,680686,kerala_thrissur_680686,2025-08,1,0,0,0,16,5,10,1,16,15,1.6,1.5
kerala,thrissur,680686,kerala_thrissur_680686,2025-09,1,0,0,3,8,2,11,1,11,13,1.1,1.3
kerala,thrissur,680686,kerala_thrissur_680686,2025-10,1,2,0,1,20,7,19,3,21,26,2.1,2.6
kerala,thrissur,680686,kerala_thrissur_680686,2025-11,3,0,0,2,9,1,19,3,11,20,1.1,2
kerala,thrissur,680686,kerala_thrissur_680686,2025-12,1,0,0,0,11,13,23,1,11,36,1.1,3.6
kerala,thrissur,680687,kerala_thrissur_680687,2025-01,1,1,0,0,35,255,298,2,35,553,3.5,55.3
kerala,thrissur,680687,kerala_thrissur_680687,2025-02,2,2,0,3,15,6,7,4,18,13,1.8,1.3
kerala,thrissur,680687,kerala_thrissur_680687,2025-03,0,0,0,4,14,2,8,0,18,10,1.8,1
kerala,thrissur,680687,kerala_thrissur_680687,2025-04,0,0,0,1,16,3,2,0,17,5,1.7,0.5
kerala,thrissur,680687,kerala_thrissur_680687,2025-05,3,0,0,0,11,2,3,3,11,5,1.1,0.5
kerala,thrissur,680687,kerala_thrissur_680687,2025-06,0,0,0,0,5,0,3,0,5,3,0.5,0.3
kerala,thrissur,680687,kerala_thrissur_680687,2025-07,0,0,0,0,10,6,4,0,10,10,1,1
kerala,thrissur,680687,kerala_thrissur_680687,2025-08,1,1,0,0,22,3,19,2,22,22,2.2,2.2
kerala,thrissur,680687,kerala_thrissur_680687,2025-09,0,0,0,2,13,3,27,0,15,30,1.5,3
kerala,thrissur,680687,kerala_thrissur_680687,2025-10,2,2,0,1,12,8,24,4,13,32,1.3,3.2
kerala,thrissur,680687,kerala_thrissur_680687,2025-11,2,0,0,1,12,9,22,2,13,31,1.3,3.1
kerala,thrissur,680687,kerala_thrissur_680687,2025-12,1,0,0,3,14,3,18,1,17,21,1.7,2.1
kerala,thrissur,680688,kerala_thrissur_680688,2025-01,1,1,0,0,1,207,454,2,1,661,0.1,66.1
kerala,thrissur,680688,kerala_thrissur_680688,2025-02,3,1,0,0,21,10,8,4,21,18,2.1,1.8
kerala,thrissur,680688,kerala_thrissur_680688,2025-03,0,1,0,0,22,4,9,1,22,13,2.2,1.3
kerala,thrissur,680688,kerala_thrissur_680688,2025-04,0,0,0,0,17,1,8,0,17,9,1.7,0.9
kerala,thrissur,680688,kerala_thrissur_680688,2025-05,4,0,0,0,10,10,12,4,10,22,1,2.2
kerala,thrissur,680688,kerala_thrissur_680688,2025-06,1,1,0,2,11,3,4,2,13,7,1.3,0.7
kerala,thrissur,680688,kerala_thrissur_680688,2025-07,0,1,0,0,10,4,10,1,10,14,1,1.4
kerala,thrissur,680688,kerala_thrissur_680688,2025-08,0,0,0,1,10,6,17,0,11,23,1.1,2.3
kerala,thrissur,680688,kerala_thrissur_680688,2025-09,2,0,0,0,30,3,4,2,30,7,3,0.7
kerala,thrissur,680688,kerala_thrissur_680688,2025-10,0,0,1,0,22,5,12,1,22,17,2.2,1.7
kerala,thrissur,680688,kerala_thrissur_680688,2025-11,1,0,0,0,5,6,7,1,5,13,0.5,1.3
kerala,thrissur,680688,kerala_thrissur_680688,2025-12,1,0,0,1,4,5,10,1,5,15,0.5,1.5
kerala,thrissur,680689,kerala_thrissur_680689,2025-01,0,0,0,0,4,200,185,0,4,385,0.4,38.5
kerala,thrissur,680689,kerala_thrissur_680689,2025-02,0,0,0,0,4,2,7,0,4,9,0.4,0.9
kerala,thrissur,680689,kerala_thrissur_680689,2025-03,0,0,0,0,4,0,5,0,4,5,0.4,0.5
kerala,thrissur,680689,kerala_thrissur_680689,2025-04,1,1,0,0,1,4,2,2,1,6,0.1,0.6
kerala,thrissur,680689,kerala_thrissur_680689,2025-05,0,0,0,0,0,1,7,0,0,8,0,0.8
kerala,thrissur,680689,kerala_thrissur_680689,2025-06,2,0,0,0,1,8,5,2,1,13,0.1,1.3
kerala,thrissur,680689,kerala_thrissur_680689,2025-07,0,0,0,0,5,1,3,0,5,4,0.5,0.4
kerala,thrissur,680689,kerala_thrissur_680689,2025-08,0,0,0,0,17,4,9,0,17,13,1.7,1.3
kerala,thrissur,680689,kerala_thrissur_680689,2025-09,0,0,0,0,3,2,5,0,3,7,0.3,0.7
kerala,thrissur,680689,kerala_thrissur_680689,2025-10,0,0,0,0,4,1,4,0,4,5,0.4,0.5
kerala,thrissur,680689,kerala_thrissur_680689,2025-11,0,0,0,0,0,2,3,0,0,5,0,0.5
kerala,thrissur,680689,kerala_thrissur_680689,2025-12,1,0,0,0,4,6,8,1,4,14,0.4,1.4
kerala,thrissur,680691,kerala_thrissur_680691,2025-01,1,0,0,2,9,190,160,1,11,350,1.1,35
kerala,thrissur,680691,kerala_thrissur_680691,2025-02,2,1,0,0,9,4,6,3,9,10,0.9,1
kerala,thrissur,680691,kerala_thrissur_680691,2025-03,2,0,0,0,11,5,4,2,11,9,1.1,0.9
kerala,thrissur,680691,kerala_thrissur_680691,2025-04,0,0,0,1,8,3,4,0,9,7,0.9,0.7
kerala,thrissur,680691,kerala_thrissur_680691,2025-05,0,3,0,0,6,2,5,3,6,7,0.6,0.7
kerala,thrissur,680691,kerala_thrissur_680691,2025-06,1,0,0,2,12,0,6,1,14,6,1.4,0.6
kerala,thrissur,680691,kerala_thrissur_680691,2025-07,2,0,0,1,10,2,4,2,11,6,1.1,0.6
kerala,thrissur,680691,kerala_thrissur_680691,2025-08,0,1,0,1,10,1,1,1,11,2,1.1,0.2
kerala,thrissur,680691,kerala_thrissur_680691,2025-09,0,0,0,1,9,3,7,0,10,10,1,1
kerala,thrissur,680691,kerala_thrissur_680691,2025-10,0,0,0,2,8,1,5,0,10,6,1,0.6
kerala,thrissur,680691,kerala_thrissur_680691,2025-11,0,0,0,1,8,3,4,0,9,7,0.9,0.7
kerala,thrissur,680691,kerala_thrissur_680691,2025-12,2,0,0,4,16,5,5,2,20,10,2,1
kerala,thrissur,680697,kerala_thrissur_680697,2025-01,2,1,0,2,8,214,227,3,10,441,1,44.1
kerala,thrissur,680697,kerala_thrissur_680697,2025-02,2,0,0,0,13,2,4,2,13,6,1.3,0.6
kerala,thrissur,680697,kerala_thrissur_680697,2025-03,0,0,0,2,10,6,7,0,12,13,1.2,1.3
kerala,thrissur,680697,kerala_thrissur_680697,2025-04,0,0,0,0,17,0,2,0,17,2,1.7,0.2
kerala,thrissur,680697,kerala_thrissur_680697,2025-05,1,0,0,0,8,1,1,1,8,2,0.8,0.2
kerala,thrissur,680697,kerala_thrissur_680697,2025-06,1,0,0,0,6,1,3,1,6,4,0.6,0.4
kerala,thrissur,680697,kerala_thrissur_680697,2025-07,0,0,0,2,8,2,2,0,10,4,1,0.4
kerala,thrissur,680697,kerala_thrissur_680697,2025-08,0,0,0,2,13,1,15,0,15,16,1.5,1.6
kerala,thrissur,680697,kerala_thrissur_680697,2025-09,1,0,0,2,9,1,2,1,11,3,1.1,0.3
kerala,thrissur,680697,kerala_thrissur_680697,2025-10,0,0,0,1,8,10,3,0,9,13,0.9,1.3
kerala,thrissur,680697,kerala_thrissur_680697,2025-11,1,1,0,0,12,2,3,2,12,5,1.2,0.5
kerala,thrissur,680697,kerala_thrissur_680697,2025-12,0,0,1,1,4,2,7,1,5,9,0.5,0.9
kerala,thrissur,680699,kerala_thrissur_680699,2025-01,0,0,0,2,16,432,430,0,18,862,1.8,86.2
kerala,thrissur,680699,kerala_thrissur_680699,2025-02,1,0,0,6,42,4,52,1,48,56,4.8,5.6
kerala,thrissur,680699,kerala_thrissur_680699,2025-03,0,1,0,3,22,8,9,1,25,17,2.5,1.7
kerala,thrissur,680699,kerala_thrissur_680699,2025-04,0,0,0,0,16,4,14,0,16,18,1.6,1.8
kerala,thrissur,680699,kerala_thrissur_680699,2025-05,3,0,0,0,7,3,3,3,7,6,0.7,0.6
kerala,thrissur,680699,kerala_thrissur_680699,2025-06,0,0,0,1,17,3,5,0,18,8,1.8,0.8
kerala,thrissur,680699,kerala_thrissur_680699,2025-07,0,0,0,2,19,6,3,0,21,9,2.1,0.9
kerala,thrissur,680699,kerala_thrissur_680699,2025-08,0,1,0,4,30,6,9,1,34,15,3.4,1.5
kerala,thrissur,680699,kerala_thrissur_680699,2025-09,1,0,0,1,9,3,15,1,10,18,1,1.8
kerala,thrissur,680699,kerala_thrissur_680699,2025-10,1,0,0,1,9,9,21,1,10,30,1,3
kerala,thrissur,680699,kerala_thrissur_680699,2025-11,0,0,0,2,24,3,12,0,26,15,2.6,1.5
kerala,thrissur,680699,kerala_thrissur_680699,2025-12,2,1,0,2,11,3,8,3,13,11,1.3,1.1
kerala,thrissur,680701,kerala_thrissur_680701,2025-01,0,1,0,2,11,134,204,1,13,338,1.3,33.8
kerala,thrissur,680701,kerala_thrissur_680701,2025-02,0,1,0,0,0,4,7,1,0,11,0,1.1
kerala,thrissur,680701,kerala_thrissur_680701,2025-03,0,0,0,1,5,3,10,0,6,13,0.6,1.3
kerala,thrissur,680701,kerala_thrissur_680701,2025-04,0,0,0,2,3,2,0,0,5,2,0.5,0.2
kerala,thrissur,680701,kerala_thrissur_680701,2025-05,1,0,0,2,8,0,10,1,10,10,1,1
kerala,thrissur,680701,kerala_thrissur_680701,2025-06,1,0,0,0,0,4,5,1,0,9,0,0.9
kerala,thrissur,680701,kerala_thrissur_680701,2025-07,0,0,0,0,3,2,1,0,3,3,0.3,0.3
kerala,thrissur,680701,kerala_thrissur_680701,2025-08,0,0,0,2,7,7,4,0,9,11,0.9,1.1
kerala,thrissur,680701,kerala_thrissur_680701,2025-09,1,0,0,1,11,2,7,1,12,9,1.2,0.9
kerala,thrissur,680701,kerala_thrissur_680701,2025-10,1,0,0,1,7,5,1,1,8,6,0.8,0.6
kerala,thrissur,680701,kerala_thrissur_680701,2025-11,0,0,0,0,6,0,2,0,6,2,0.6,0.2
kerala,thrissur,680701,kerala_thrissur_680701,2025-12,0,0,0,3,9,2,1,0,12,3,1.2,0.3
kerala,thrissur,680702,kerala_thrissur_680702,2025-01,0,0,0,0,8,297,259,0,8,556,0.8,55.6
kerala,thrissur,680702,kerala_thrissur_680702,2025-02,2,3,0,0,26,4,14,5,26,18,2.6,1.8
kerala,thrissur,680702,kerala_thrissur_680702,2025-03,1,0,0,0,12,2,10,1,12,12,1.2,1.2
kerala,thrissur,680702,kerala_thrissur_680702,2025-04,0,0,0,2,18,3,12,0,20,15,2,1.5
kerala,thrissur,680702,kerala_thrissur_680702,2025-05,1,0,0,0,0,3,10,1,0,13,0,1.3
kerala,thrissur,680702,kerala_thrissur_680702,2025-06,0,0,0,0,4,2,7,0,4,9,0.4,0.9
kerala,thrissur,680702,kerala_thrissur_680702,2025-07,1,0,1,0,11,5,2,2,11,7,1.1,0.7
kerala,thrissur,680702,kerala_thrissur_680702,2025-08,2,1,0,0,26,3,6,3,26,9,2.6,0.9
kerala,thrissur,680702,kerala_thrissur_680702,2025-09,0,0,0,1,19,1,10,0,20,11,2,1.1
kerala,thrissur,680702,kerala_thrissur_680702,2025-10,1,1,0,0,23,2,12,2,23,14,2.3,1.4
kerala,thrissur,680702,kerala_thrissur_680702,2025-11,2,1,0,2,15,0,4,3,17,4,1.7,0.4
kerala,thrissur,680702,kerala_thrissur_680702,2025-12,1,1,0,3,30,9,11,2,33,20,3.3,2
kerala,thrissur,680703,kerala_thrissur_680703,2025-01,0,0,0,0,4,112,119,0,4,231,0.4,23.1
kerala,thrissur,680703,kerala_thrissur_680703,2025-02,0,0,0,0,0,1,16,0,0,17,0,1.7
kerala,thrissur,680703,kerala_thrissur_680703,2025-03,0,0,0,0,7,3,17,0,7,20,0.7,2
kerala,thrissur,680703,kerala_thrissur_680703,2025-04,0,0,0,0,11,0,2,0,11,2,1.1,0.2
kerala,thrissur,680703,kerala_thrissur_680703,2025-05,1,0,0,0,5,1,4,1,5,5,0.5,0.5
kerala,thrissur,680703,kerala_thrissur_680703,2025-06,1,0,0,1,8,0,2,1,9,2,0.9,0.2
kerala,thrissur,680703,kerala_thrissur_680703,2025-07,0,0,0,0,4,0,0,0,4,0,0.4,0
kerala,thrissur,680703,kerala_thrissur_680703,2025-08,1,0,0,1,13,1,9,1,14,10,1.4,1
kerala,thrissur,680703,kerala_thrissur_680703,2025-09,0,0,0,0,6,5,8,0,6,13,0.6,1.3
kerala,thrissur,680703,kerala_thrissur_680703,2025-10,0,0,0,0,5,0,0,0,5,0,0.5,0
kerala,thrissur,680703,kerala_thrissur_680703,2025-11,2,0,0,0,1,1,3,2,1,4,0.1,0.4
kerala,thrissur,680703,kerala_thrissur_680703,2025-12,1,0,0,2,7,1,9,1,9,10,0.9,1
kerala,thrissur,680711,kerala_thrissur_680711,2025-01,1,0,0,0,8,269,411,1,8,680,0.8,68
kerala,thrissur,680711,kerala_thrissur_680711,2025-02,2,1,0,2,8,10,13,3,10,23,1,2.3
kerala,thrissur,680711,kerala_thrissur_680711,2025-03,1,0,0,2,6,4,17,1,8,21,0.8,2.1
kerala,thrissur,680711,kerala_thrissur_680711,2025-04,1,0,0,2,9,6,18,1,11,24,1.1,2.4
kerala,thrissur,680711,kerala_thrissur_680711,2025-05,0,0,0,2,8,1,9,0,10,10,1,1
kerala,thrissur,680711,kerala_thrissur_680711,2025-06,0,0,0,0,7,2,7,0,7,9,0.7,0.9
kerala,thrissur,680711,kerala_thrissur_680711,2025-07,0,0,0,1,6,3,6,0,7,9,0.7,0.9
kerala,thrissur,680711,kerala_thrissur_680711,2025-08,1,1,0,4,15,7,11,2,19,18,1.9,1.8
kerala,thrissur,680711,kerala_thrissur_680711,2025-09,1,0,0,4,13,4,9,1,17,13,1.7,1.3
kerala,thrissur,680711,kerala_thrissur_680711,2025-10,1,1,0,0,13,0,6,2,13,6,1.3,0.6
kerala,thrissur,680711,kerala_thrissur_680711,2025-11,0,0,0,2,10,2,17,0,12,19,1.2,1.9
kerala,thrissur,680711,kerala_thrissur_680711,2025-12,0,1,0,0,4,5,13,1,4,18,0.4,1.8
kerala,thrissur,680712,kerala_thrissur_680712,2025-01,1,0,0,0,3,166,298,1,3,464,0.3,46.4
kerala,thrissur,680712,kerala_thrissur_680712,2025-02,1,1,0,0,2,5,7,2,2,12,0.2,1.2
kerala,thrissur,680712,kerala_thrissur_680712,2025-03,0,0,0,1,9,3,4,0,10,7,1,0.7
kerala,thrissur,680712,kerala_thrissur_680712,2025-04,0,0,0,1,2,2,9,0,3,11,0.3,1.1
kerala,thrissur,680712,kerala_thrissur_680712,2025-05,1,0,0,0,4,2,6,1,4,8,0.4,0.8
kerala,thrissur,680712,kerala_thrissur_680712,2025-06,0,0,0,3,15,3,3,0,18,6,1.8,0.6
kerala,thrissur,680712,kerala_thrissur_680712,2025-07,2,0,0,2,4,0,3,2,6,3,0.6,0.3
kerala,thrissur,680712,kerala_thrissur_680712,2025-08,0,1,0,0,7,2,12,1,7,14,0.7,1.4
kerala,thrissur,680712,kerala_thrissur_680712,2025-09,1,0,0,1,4,0,2,1,5,2,0.5,0.2
kerala,thrissur,680712,kerala_thrissur_680712,2025-10,0,0,0,0,9,1,5,0,9,6,0.9,0.6
kerala,thrissur,680712,kerala_thrissur_680712,2025-11,0,0,0,0,8,3,7,0,8,10,0.8,1
kerala,thrissur,680712,kerala_thrissur_680712,2025-12,0,0,0,0,4,3,7,0,4,10,0.4,1
kerala,thrissur,680721,kerala_thrissur_680721,2025-01,2,2,0,21,184,545,770,4,205,1315,20.5,131.5
kerala,thrissur,680721,kerala_thrissur_680721,2025-02,2,2,0,0,24,21,24,4,24,45,2.4,4.5
kerala,thrissur,680721,kerala_thrissur_680721,2025-03,0,1,0,0,24,13,18,1,24,31,2.4,3.1
kerala,thrissur,680721,kerala_thrissur_680721,2025-04,1,0,1,3,19,4,13,2,22,17,2.2,1.7
kerala,thrissur,680721,kerala_thrissur_680721,2025-05,0,0,0,0,12,3,5,0,12,8,1.2,0.8
kerala,thrissur,680721,kerala_thrissur_680721,2025-06,1,0,0,3,33,6,9,1,36,15,3.6,1.5
kerala,thrissur,680721,kerala_thrissur_680721,2025-07,1,0,0,1,11,6,4,1,12,10,1.2,1
kerala,thrissur,680721,kerala_thrissur_680721,2025-08,1,3,0,2,20,12,25,4,22,37,2.2,3.7
kerala,thrissur,680721,kerala_thrissur_680721,2025-09,3,0,0,0,12,8,39,3,12,47,1.2,4.7
kerala,thrissur,680721,kerala_thrissur_680721,2025-10,0,0,0,4,20,8,25,0,24,33,2.4,3.3
kerala,thrissur,680721,kerala_thrissur_680721,2025-11,3,0,0,1,21,6,35,3,22,41,2.2,4.1
kerala,thrissur,680721,kerala_thrissur_680721,2025-12,0,0,0,1,7,2,39,0,8,41,0.8,4.1
kerala,thrissur,680722,kerala_thrissur_680722,2025-01,1,1,0,0,5,218,238,2,5,456,0.5,45.6
kerala,thrissur,680722,kerala_thrissur_680722,2025-02,0,1,0,0,10,3,6,1,10,9,1,0.9
kerala,thrissur,680722,kerala_thrissur_680722,2025-03,0,0,0,4,12,4,6,0,16,10,1.6,1
kerala,thrissur,680722,kerala_thrissur_680722,2025-04,0,1,0,4,16,3,2,1,20,5,2,0.5
kerala,thrissur,680722,kerala_thrissur_680722,2025-05,0,0,0,0,4,0,4,0,4,4,0.4,0.4
kerala,thrissur,680722,kerala_thrissur_680722,2025-06,1,0,0,1,6,1,8,1,7,9,0.7,0.9
kerala,thrissur,680722,kerala_thrissur_680722,2025-07,0,0,0,0,10,2,4,0,10,6,1,0.6
kerala,thrissur,680722,kerala_thrissur_680722,2025-08,1,0,0,3,14,9,10,1,17,19,1.7,1.9
kerala,thrissur,680722,kerala_thrissur_680722,2025-09,0,0,0,1,8,4,2,0,9,6,0.9,0.6
kerala,thrissur,680722,kerala_thrissur_680722,2025-10,0,0,0,0,7,0,3,0,7,3,0.7,0.3
kerala,thrissur,680722,kerala_thrissur_680722,2025-11,0,0,0,2,18,3,4,0,20,7,2,0.7
